consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action_2.keys,click_action_2.corr,click_action_2.rt,resp4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,action2,resp4.rt,resp4_3.keys,resp4_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,image1,image2,key_resp_3.keys,key_resp_3.rt,key_resp_12.keys,key_resp_12.rt,key_resp_15.keys,key_resp_15.rt,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,key_resp_36.keys,key_resp_36.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,r4_num,r5,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_8.rt,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_reval_choice_2.keys,transition_reval_choice_2.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0.686,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.722,,0,134,134,134,1,planet.png,bell.png,tophat.png,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.018,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.32,,0,135,135,135,1,trident.png,tree.png,snorkel.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.252,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.151,,0,136,136,136,1,trident.png,tree.png,north.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.634,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.334,,0,137,137,137,1,trident.png,tree.png,snorkel.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.917,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.758,,0,138,138,138,1,trident.png,bell.png,tophat.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.436,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.267,1,0,139,139,139,1,trident.png,fox.png,apple.png,1,8,5.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1.718,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.467,,0,140,140,140,1,planet.png,tree.png,snorkel.png,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.87,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.033,,0,141,141,141,1,trident.png,fox.png,hammer.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.603,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.152,,0,142,142,142,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.72,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.503,,0,143,143,143,1,trident.png,tree.png,snorkel.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.502,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.667,,0,144,144,144,1,trident.png,fox.png,hammer.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.441,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.936,,0,145,145,145,1,trident.png,fox.png,hammer.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1.634,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.75,,0,146,146,146,1,planet.png,bell.png,tophat.png,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.328,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.468,,0,147,147,147,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.452,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.784,,0,148,148,148,1,trident.png,fox.png,hammer.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.801,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.569,,0,149,149,149,1,trident.png,fox.png,hammer.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1.785,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.805,,0,150,150,150,1,planet.png,tree.png,snorkel.png,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.785,,0,151,151,151,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0.968,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.6,,0,152,152,152,1,planet.png,bell.png,train.png,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1.105,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.884,,0,153,153,153,1,planet.png,tree.png,north.png,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1.99,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.152,,0,154,154,154,1,planet.png,bell.png,tophat.png,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.301,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.901,,0,155,155,155,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1.419,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.435,,0,156,156,156,1,planet.png,tree.png,north.png,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.502,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.576,,0,157,157,157,1,trident.png,bell.png,train.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,3.101,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.782,,0,158,158,158,1,planet.png,tree.png,north.png,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.689,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.219,,0,159,159,159,1,trident.png,bell.png,tophat.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.786,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.719,,0,160,160,160,1,trident.png,bell.png,tophat.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.12,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.77,,0,161,161,161,1,trident.png,bell.png,tophat.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.702,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h00.28.492,study5_pr_2,2022.2.5,Win32,60.0240096,5996ec910ed7ae0001991755,64944c9a5850536c27178b39,649453e69a2e16fe62c14580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.269,,0,162,162,162,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
